154	15440.333	1.0157971	17524.908
155	15542.083	1.0186538	18109.625
156	15648.92	1.0100543	17810.48
157	15744.5	1.0150683	18548.318
158	15841.826	1.0148422	17486.043
159	15946.883	1.0175123	19988.53
160	16059.363	1.0129809	19367.318
161	16151.111	1.0131973	19246.445
162	16246.833	1.0202549	17662.889
163	16354.929	1.014229	20845.072
164	16461.75	1.0222192	17292.812
165	16561.615	1.0128065	20126.54
166	16644.334	1.012693	17560.166
167	16739.777	1.0124315	19277.223
168	16854.4	1.0155367	21017.6
169	16941.062	1.0172026	19391.562
170	17038	1.0108322	19220.334
171	17159.777	1.0178065	20913.334
172	17228.5	1.0086607	20966.75
173	17314.5	1.0116844	23147
174	17439.5	1.0030377	18882
175	17540.8	1.0210879	18057
176	17630.666	1.005181	21887.334
177	17741.4	1.0095596	20130.6
178	17818	1.0078955	21921
179	17955.5	1.0158195	19770
182	18240	1.0059996	22968
189	18922	1.0142804	23326
